Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8384960293769836,0.8427093485919045,0.7617157176007766,0.7855926599994236,535796800
2000-01-04,0.7678024172782898,0.8286642173561036,0.7579706056915169,0.8108739750416878,512377600
2000-01-05,0.7790377736091614,0.8281960296637116,0.7715475008445213,0.7771651929164612,778321600
2000-01-06,0.7116210460662842,0.8015102108560072,0.7116210460662842,0.7949562040990773,767972800
2000-01-07,0.7453299760818481,0.756566261921362,0.7153672305941011,0.7228575044151555,460734400
2000-01-10,0.7322210073471069,0.7659289077536736,0.709748540343719,0.764056327185451,505064000
2000-01-11,0.6947672367095947,0.7443936536403168,0.6779133093017801,0.7186441797712864,441548800
2000-01-12,0.6530998945236206,0.7153669498663758,0.6479494613102564,0.7116209393179437,976068800
2000-01-13,0.7247298359870911,0.7397112296125528,0.692894518300677,0.707758447470844,1032684800
2000-01-14,0.7523519396781921,0.7659288605487886,0.7443935102583488,0.7490749363873064,390376000
2000-01-18,0.7785696983337402,0.7940200523838593,0.752352067360313,0.7565661866943292,459177600
2000-01-19,0.7982332110404968,0.8146190281044473,0.774356271833185,0.7912102465264789,597643200
2000-01-20,0.8502004146575928,0.9101258953599362,0.8502004146575928,0.865181759830099,1831132800
2000-01-21,0.8338145613670349,0.8558181218207479,0.8253871732602506,0.8558181218207479,495924800
2000-01-24,0.7958926558494568,0.8445819075387063,0.7874652170397165,0.8122784256442783,440876800
2000-01-25,0.8408364653587341,0.847391371163689,0.7668658720365134,0.7865286892177791,497145600
2000-01-26,0.8253870010375977,0.8553497856773199,0.8221100480579927,0.8239825783302956,367158400
2000-01-27,0.8239827156066895,0.8464552328826968,0.80151024833684,0.8150871702051794,340144000
2000-01-28,0.7612476348876953,0.8305368803500791,0.7537573611100963,0.8104059475964072,423348800
2000-01-31,0.7771653532981873,0.7781016688408428,0.7078761529133593,0.7565663113474245,701680000
2000-02-01,0.7509475350379944,0.7865288671561842,0.749075004421264,0.7790377445660897,318035200
2000-02-02,0.7401793599128723,0.7649925625352383,0.7266023896180775,0.7546934454954489,464195200
2000-02-03,0.7738882899284363,0.7809112555833375,0.7509476122469338,0.7514157699523296,475193600
2000-02-04,0.8090015053749084,0.8239828526766834,0.7762290143043892,0.7785697529333447,425320000
2000-02-07,0.854413628578186,0.8558181015514266,0.7935518329109709,0.8090013856597275,441067200
2000-02-08,0.8605004549026489,0.8698632088427218,0.8333465082348419,0.8539455470238001,408643200
2000-02-09,0.8436456322669983,0.8773543889866506,0.842241259089873,0.8548819178443267,299364800
2000-02-10,0.8502004146575928,0.8530092606081908,0.8239827355656731,0.8455189380650506,302982400
2000-02-11,0.8146191239356995,0.8548818349372846,0.8108739624726858,0.851136673474271,212251200
2000-02-14,0.8675224781036377,0.8679906357803042,0.8136827950960033,0.8188323795208531,367539200
2000-02-15,0.8913994431495667,0.8984224085580496,0.8628411240361749,0.8633092817251441,485744000
2000-02-16,0.854881763458252,0.8848453529404533,0.8399004187725676,0.8820357069826114,378246400
2000-02-17,0.8605004549026489,0.8651818318726854,0.8473916392682144,0.8628411433876672,289497600
2000-02-18,0.8333464860916138,0.8642454935094879,0.8305367898770107,0.8586278012897839,233441600
2000-02-22,0.8525409698486328,0.8759497493292063,0.7991694046885319,0.8249189220999394,422296000
2000-02-23,0.8707994818687439,0.8913994197662503,0.8314730368790564,0.848210398909999,473099200
2000-02-24,0.8629575967788696,0.8923356120788636,0.837091463656049,0.8787586412776894,376432000
2000-02-25,0.8267917633056641,0.8764182364442802,0.8249192322643185,0.8600324146875118,249144000
2000-02-28,0.8483278751373291,0.8614366910882704,0.8118103235429753,0.8249191394939166,328328000
2000-02-29,0.8586278557777405,0.8782906799054072,0.843177550989748,0.8506685745192101,368961600
2000-03-01,0.9761381149291992,0.9892469293269679,0.8876542178181616,0.8881223754734652,1077003200
2000-03-02,0.9138717651367188,0.9583478385607473,0.9040399551903214,0.9513256743818936,311259200
2000-03-03,0.9588159918785095,0.9605720081569851,0.898890511200002,0.935407208752658,323366400
2000-03-06,0.9414944052696228,0.9672438889057321,0.9363439684756277,0.9438350946697289,210560000
2000-03-07,0.9204260110855103,0.9546029259367395,0.9073171944471402,0.9471118020975732,273011200
2000-03-08,0.9138717651367188,0.9283850512064545,0.8881222962921997,0.9204257717020078,271230400
2000-03-09,0.9157443642616272,0.9363433985660474,0.8857815779324181,0.9054443970540467,276718400
2000-03-10,0.941961944103241,0.9583477592590277,0.9063805682443177,0.9115310016534945,248606400
2000-03-13,0.9087213277816772,0.9475796054280563,0.8951443584859153,0.9148079761384045,303956800
2000-03-14,0.8558180332183838,0.930725752784784,0.8539454027369172,0.9080191580800617,428579200
2000-03-15,0.8707994818687439,0.9007630733616266,0.854881820824372,0.8661181051265022,443609600
2000-03-16,0.9105940461158752,0.9138718498006494,0.8576906306850063,0.8787587253703086,378100800
2000-03-17,0.9363436698913574,0.9363436698913575,0.8960809046875832,0.8998269666519045,305043200
2000-03-20,0.9213623404502869,0.9457073431528588,0.9166808630387977,0.9251083024756949,204489600
2000-03-21,1.0107834339141846,1.0243603093441114,0.9110632281212971,0.9180853946791486,524328000
2000-03-22,1.0800724029541016,1.081477676133243,0.9855018485315553,0.9946314736228604,567996800
2000-03-23,1.0585373640060425,1.1264221499987033,1.0487055494551905,1.0636869001422784,562564800
2000-03-24,1.038873314857483,1.0781997570612223,1.0149963749269595,1.0669634735550884,446913600
2000-03-27,1.0454280376434326,1.0842863190703416,1.025296260472092,1.0309148518275228,279182400
2000-03-28,1.0421509742736816,1.0636863229088007,1.0271687316058538,1.0281050467633677,202966400
2000-03-29,1.018274188041687,1.0444918164227253,1.0024731423357063,1.0440237587871386,239836800
2000-03-30,0.941961944103241,1.0313828412392767,0.9396211562291141,1.000483041128607,414400000
2000-03-31,1.0173383951187134,1.0281056254413474,0.9438350135620603,0.9546031439959058,404633600
2000-04-03,0.9986107349395752,1.044960150111901,0.9695842557934368,1.0149965554135632,328563200
2000-04-04,0.9536665678024292,0.9962700199465366,0.8745455137764816,0.9934611736725926,660329600
2000-04-05,0.9766073226928711,0.9953338337236047,0.9288535294176246,0.9473459115546115,457665600
2000-04-06,0.9377487301826477,1.0075061168195807,0.9232346436020733,0.9784796438677157,259627200
2000-04-07,0.9869066476821899,0.9878428633662143,0.9400898627394857,0.9531986825382726,242435200
2000-04-10,0.9363436698913574,0.9943975290926533,0.9344711389708644,0.9864382475541391,212262400
2000-04-11,0.8946762681007385,0.9354070790339228,0.884376300940914,0.9251080119848348,541822400
2000-04-12,0.8183642625808716,0.8913994640967688,0.7855926735151357,0.8913994640967688,941136000
2000-04-13,0.8525409698486328,0.8988903712223828,0.8127463747722556,0.8352188890841863,529827200
2000-04-14,0.8380280137062073,0.8839084226687183,0.8164917573901483,0.8188324961005786,667620800
2000-04-17,0.9279170036315918,0.9283851613006738,0.8169597855848545,0.8202376393608268,409561600
2000-04-18,0.9503893256187439,0.9503893256187439,0.8942081136903485,0.9251080152798814,390924800
2000-04-19,0.907317042350769,0.9756699604840099,0.8970170738386166,0.9452391127152512,520150400
2000-04-20,0.8904631733894348,0.9344710985426027,0.8768861996644919,0.9265126174470665,722120000
2000-04-24,0.902635931968689,0.902635931968689,0.8595643147029604,0.8614368458701751,443620800
2000-04-25,0.9611570835113525,0.9644348882541184,0.9143403025832961,0.9148084603913417,391641600
2000-04-26,0.9087213277816772,0.9588157869226847,0.8988903190538052,0.9485158205362133,366912000
2000-04-27,0.9494525790214539,0.9513260102355675,0.8732578752649911,0.8778226386364715,326603200
2000-04-28,0.9293209910392761,0.9550705522658378,0.9087211620359257,0.9522617074290918,249580800
2000-05-01,0.9311938285827637,0.9372804771865634,0.9129354829681744,0.9354070467712365,226195200
2000-05-02,0.8829721212387085,0.9457073601013105,0.8801632747464107,0.9232348879531935,236432000
2000-05-03,0.8619046807289124,0.9082532851807552,0.8361552115589105,0.8909311532229813,489798400
2000-05-04,0.8291321396827698,0.8633090416457349,0.8281958245652131,0.8623727265281782,399515200
2000-05-05,0.8473917841911316,0.8595642865083981,0.8293666095432819,0.8300687962064117,284076800
2000-05-08,0.8249189257621765,0.8516046584545474,0.8239826105832256,0.8396661898675611,184900800
2000-05-09,0.789806067943573,0.8333466411741761,0.7855927979947219,0.8263236744878484,327140800
2000-05-10,0.7439253330230713,0.7865287749763455,0.7397112145153805,0.7795058108665923,535091200
2000-05-11,0.7701429724693298,0.7809110975762813,0.7415846581322958,0.759374897368532,499744000
2000-05-12,0.8061925172805786,0.8277279202916367,0.7847729285370285,0.794020017713752,306913600
2000-05-15,0.7565659284591675,0.8094692800367953,0.750011072897686,0.8094692800367953,678932800
2000-05-16,0.7916784286499023,0.8169597415151222,0.7696749193776785,0.7829003478127369,440451200
2000-05-17,0.7593749761581421,0.7766970595809759,0.7518838535363268,0.7762289019217316,398092800
2000-05-18,0.7546933889389038,0.7860605455053146,0.7537570738197208,0.7715473111149398,373777600
2000-05-19,0.7041308879852295,0.7434573323921605,0.6994486112014788,0.7434573323921605,740667200
2000-05-22,0.6736990809440613,0.7022582465174524,0.6442044502168714,0.7022582465174524,755507200
2000-05-23,0.6428000926971436,0.6994486217717542,0.6413956696728262,0.6779132686254354,517585600
2000-05-24,0.6568453311920166,0.6722948382839781,0.6217321468096132,0.6456090941874253,678462400
2000-05-25,0.6536844372749329,0.694064590696308,0.6442041743339058,0.6629315216120102,406750400
2000-05-26,0.6470133662223816,0.6732309964036219,0.6385868280184921,0.6591858659529066,181148800
